tweet,language,sentiment,,
b'#varys',emoji,0,,
"b'Ang bagal ng jip wew! Ang init na nga, ang bagal pa. \xf0\x9f\x99\x84\xf0\x9f\x98\x93'",tl,-1,,
b'@Eimeebebz hoy pre grabe ka sa pwedeng tirhan ng buong barangay HAHAHAHAHAHAHAHA',tl,1,,
b'I thought sobrang taray mo kasi di mo ako pinapansin eh \xf0\x9f\xa4\xa3\xe2\x9c\x8a',tlen,1,,
b'@no_raaaain HAHAHAHA',en,1,,
b'napaka walang kwenta talaga',tlen,-1,,
b'Tahimik ng buhay \xf0\x9f\x99\x83',tl,,,
b'HAHAHAHA',en,1,,
b'Bakit ganun?',tl,0,,
"b'DILI INTAWN IN-OA ANG TAONG NAAY ANXIETY DISORDER, HUNA HUNAA IMONG GISULTI. Naa pa kay pa pm2 sa akoa ha!'",others,,,
b'annoying daw ang sigeg heart sa akong mga post hahahahahaha oj',others,,,
b'Talimundok later\xf0\x9f\x91\x8c',tlen,1,,
"b'Ya gini kalau udah hype. Buka medsos isinya spoiler GoT semua. Mau di Twitter, mau di IG. Jangkrik..'",others,,,
"b'@alengyah opo eh , 7 years na po kami &lt; 333'",tl,1,,
b'Panagsa lang gyud ning savage sa ranked game ba huehue hawd nako ani? HAHAHA https://t.co/UEEubo8L1f',others,,,
b'Kakayamot',tl,-1,,
b'i love you palagiiiiii \xf0\x9f\x92\x96\xf0\x9f\x92\x9e\xf0\x9f\x92\x9d\xf0\x9f\x92\x97\xf0\x9f\x92\x95\xf0\x9f\x92\x93\xf0\x9f\x92\x98 https://t.co/JxwMocCqgB',tlen,1,,
b'ned stark pa rin mga qaqo',tl,-1,,
"b'nakitan nila akong ex sa sm seaside. ANIMALA KA, IMUNG UTANG!'",others,,,
b'@markus_biskarra HAHAHAHAHAHA U KNOW ME SO WELL COUZ',en,1,,
b'@wildlr Awow iba ka talaga! Isa kang alamat na dapat pinapahalagahan. \xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbb',tlen,1,,
b'me these days: pa hotspot naman ako huhuhu',tl,-1,,
b'@MiladyKyrie @alexamariedm now they are getting the recognition they really deserve \xf0\x9f\x92\x9c more love for the boys..\n\n@BTS_twt',en,1,,
b'@Vonjoseph8 Thank\xc3\xbb bestiee!!',en,1,,
b'@JustDaphne92 ubo ubo ubo daph. HAHAHAHAHA',tlen,1,,
b'@Powshaaaa Edi utang ka din hahaha',tl,0,,
b'kagana ra mulaag sa ubos daw mutan-awg duwa ahay ra lamokon man sab ta ari mga way gibuhat oypt',others,,,
b'@gerichamariaiza basain mo ng holy water ang natutuyo niyang palaspas.',tl,0,,
b':)',en,1,,
b'ilao ilao later? :(',tl,-1,,
b'@iamsofiaandres Ah ! Okay ung time po na nag bazaar sa manila sundance . Kaya po pala that time stressed ka po .',tl,0,,
"b'Kung sad kayo, watch nalang kayo vlogs ni tyang Aby. Di kayo magsisisi. Puro kalokohan at kabaliwan talaga. Hahahahahah @Abymarano \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x98'",tl,1,,
b'Ang hirap mang uto ng bata jusq. Dami pinapabili bago makaalis\xf0\x9f\x98\xb6',tl,-1,,
b'@sh_2003 @StevenHailAus Value for a currency does not co e from Govt act of printing. That is why currenciws come and go. Production on the other hand always comes first and always values any currency Tovt wishes to create',en,0,,
b'@DMDelamide @jolina_tamayo @chireenjel @jessarimo @camillesvc Ano nanamang kalokohan to? HAHAHAHA',en,1,,
b'Di muna ako manunuod ng GOT sabay kami ni bebe dapat hihihi.',tl,1,,
b'@benedict_cua Pakwan ba kamo? May kakabog na sayo tito benny. \xf0\x9f\xa4\xa4\xf0\x9f\x98\x82\nPhoto not mine. https://t.co/Z9wkD7AhLb',tlen,1,,
b'@kerv1n Hahahaha suya',tlen,-1,,
b'\xf0\x9f\x92\xaf',emoji,1,,
b'@chrstnvra_ OO FEEL KO LANG YON BAKIT!!!! HAHAHAHAHA yabang mo naman po ate \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',tl,-1,,
b'@franzellexx enebe HAHAHAHAHA',tl,1,,
b'@kenshinestangco @Joaquin_Lim24 hayyy swerte ng cr may exposure pa',tl,0,,
b'Paulit ulit lang kasi walang kadala dala ang mga botante\xf0\x9f\x98\x96',tl,-1,,
b'@AsleyDannugVI lapit na pooo',tl,0,,
b'Lagota diay HAHAHHAHAHA pake kog shock kaayo ka oy. I pity u',others,,,
b'Di ako makatulog. ang aga pa ng shift ko \xf0\x9f\x98\xa2',tl,-1,,
b'Ang init na ang bagal pa ng internet \xf0\x9f\x99\x84\xf0\x9f\x98\xa9',tl,-1,,
b'Want ko na umuwi ng mindoro :(((',tlen,-1,,
b'@McHechanova mc kennith pa sis HSHSHSHSHS SIGE NA NGA KENNETH NA',tlen,1,,
b'unfriended AHAHAHAHA giingnan teka ayaw ko testenge',others,,,
"b'Use profoundly and curiouscat to motivate, inspire and appreciate your friends. The world is full of hatred already.'",en,1,,
b'Yong napusuan mo yong my day ng kaaway mo shet maling mali \xf0\x9f\x98\x82',tl,-1,,
b'@patrisyuuuh Ohhh nooo na miss mo yung bold scene',tlen,-1,,
b'Ganda pa ng ngiti ko dito eh\xf0\x9f\x98\x8c https://t.co/y80yrqjGHs',tl,1,,
b'Hoooy bat sobrang hot ko!?!? \xf0\x9f\x94\xa5',tlen,0,,
b'Masama pala yung panaginip ko',tl,-1,,
b'wala naman pasok pero pag gising ko gusto ko agad maligo',tl,1,,
"b""you're not open minded enuf 2 understand""",en,-1,,
b'sad benz',en,-1,,
b'Wtf people',en,-1,,
b'Natatae ako kaso walang tubig huwag nalang. Kaloka Marikina!',tl,-1,,
"b""@mrcharlesibanez sabi sa name nya, suplado raw siya pero mabait 'tong bata na 'to, masaya kausap at kasama. goodluck sa shs journey! :&gt;""",tlen,1,,
b'@alyza_peramo HAHAHAHAHAHAHA IKAW GUS2 q',tlen,1,,
b'@shytypewriting Hahaha well my life is a hell already',en,-1,,
"b'Data gatheringgggg, yeheeedtt'",en,0,,
"b'Waaaait i left my heart in La Union! @ Flotsam &amp; Jetsam Beach, San Juan La Union https://t.co/01DgC82nF4'",en,-1,,
b'Me.\n\nI am not a fan yet but Ive seen people in love with. I honestly havent watched it yet bc of a lot of reasons and it isnt really my cup of tea. It doesnt make me special but Im happy people are happy bc of this series \xf0\x9f\x98\x8a\xf0\x9f\x92\x95',en,0,,
b'wala naman kasalanan sakanya Hahahahha siya kaya naghabol duh.',tl,-1,,
b'@maimaiiihong Hooray! 6-2 na ba sa isang araw? Hahahahha',tl,1,,
b'sana pala di ko tinigilan kausapin yon \xf0\x9f\x99\x84',tl,-1,,
b'\xf0\x9f\x98\xbb\xf0\x9f\x94\xa5',emoji,1,,
"b'Miss ko na Gin, yung banayad na inuman, yung lasang blade'",tlen,-1,,
b'@heyjemueltitan Huuuuy .. Honggwapo .. Hehehe .. Kaya pala pretty with the long hair ..',tlen,1,,
b'ROAD TO BIG WINNER NAMAN TALAGA SI LJ TITO\xf0\x9f\x92\x99\xf0\x9f\x98\x8a',tlen,1,,
b'Idol pala ni Mam si Mar Roxas \xf0\x9f\x98\x82',tl,1,,
b'@5ingko5 Ano ba naman yan',tl,0,,
b'Bakit di ako to dafuq katabi ko lang naman sya now tangina both god and hannah have their favorites talaga ano',tlen,-1,,
"b'Fave na fave ko sardinas, baket ba????'",tlen,0,,
b'paita aning dita gwapa',others,,,
b'Pauli nakog jasaan gonna stay there for 2days lang balik napod ko camiguin tapos lami kayo laagan si kiking huhu missin my fave \xf0\x9f\x92\x93\xf0\x9f\x98\xad',others,,,
b'Guess who forgot to take her meds yesterday? \xf0\x9f\x99\x8b\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',en,-1,,
b'@pjnnyml naunsa ka oy hahaha',others,,,
b'Banas na banas ako kanina; ngayon lamig na lamig naman.',tl,-1,,
b'@jaybaeph @VolleyNationPH Same thoughts! Cailing would be a great backup setter.',en,1,,
b'Miss mona ako noh?\xf0\x9f\x98\x82\xf0\x9f\x91\x85',tl,-1,,
b'Go na ba ako sa SLSU?',tlen,0,,
b'HER pa lagi nagperform litseeee nganu mana REPORTTT',others,,,
b'Lami jod sge rag katulog baypst hahaha',others,,,
b'SPEECHLESSVMAUEIFBCBHWHW!!! \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f',others,,,
b'Aryaaaaa!',others,,,
b'@annalfrncr Maypa eyelash extension si Mayoraaaaaaa\xf0\x9f\x98\x8d',tlen,1,,
b'@Nieeeeelll May sasabihin sana ako kaso...',tl,-1,,
b'friendships ruined #got \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',en,-1,,
b'\xf0\x9f\x98\x8d\xf0\x9f\x92\x96',emoji,1,,
b'SIS HINDI KO MARAMDAMAN AIRCON DITO SA BUS \xf0\x9f\x98\xad\xf0\x9f\x94\xa5',tl,-1,,
b'WTH?',tl,-1,,
b'Dapat daw kumagat daw ako sa matigas na bagay',tl,0,,
b'Summer Love.\xe3\x85\x8b\xe3\x85\x8b\xe3\x85\x8b\xe3\x85\x8b\xe3\x85\x8b\xe3\x85\x8b\xf0\x9f\x92\x9e\xf0\x9f\x8c\x8a\xf0\x9f\x8c\x8a \n\n#iKONICSelcaDay\n @YG_iKONIC https://t.co/xZdr5mLgmk',en,1,,
b'Mura kag gipapilit. Haha \xf0\x9f\xa4\xa3',others,,,
b'Here\xe2\x80\x99s a song for you\xe2\x80\xa6 Eyes (feat. Mindy Gledhill) by Kaskade\nhttps://t.co/gZAjpFwChy',en,0,,
b'My lalisaaa rap so fire \xf0\x9f\x94\xa5',en,1,,
b'https://t.co/2xkJ0jt9es',others,,,
b'wag nyo ilabas grad pic ko\xf0\x9f\xa4\xa3',tl,1,,
b'@alxndrgmtjr Season 2?? Talaga ba??',tlen,0,,
b'@Reiyannie WORTH IT KAAYO ANG WAIT PERO SHITTTTTTTTT GANAHAN KOG JUSTICE \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',others,,,
b'@ohmyeneguerrero Sobra!!! Gusto ko pa.. hahaha next week na ulit. Haha',tl,1,,
b'50 first dates',en,0,,
b'mao ospital ka ng wala sa oras tephanot\xf0\x9f\x98\x91',others,,,
b'Mga kapatid ako ang aarte\xf0\x9f\x98\x82',tl,-1,,
b'sa lahat ng invitations katabi kami parati ni krisdel orayt',tlen,1,,
"b""I'm at The Beanery 1 in Balanga City https://t.co/T4bbfZqhD7""",en,0,,
"b""musta naman grades q ngayong 2nd sem 'no??\xc2\xbf""",tlen,0,,
b'@chiquimei Sobra kung may p2p lang sa Boni parang sa makati ok lang e kaso MRt lang talaga. Oo siguro yung mga buses na provided ng mrt.',tl,0,,
b'She\xe2\x80\x99s abt to perform now y\xe2\x80\x99all #ARICHELLA https://t.co/DjTEv2A1JS',en,0,,
b'Uploading',en,0,,
"b'So my bagets tito asked me to go on a stroll with him. Basta livre tito, g'",tlen,0,,
b'@bronzon21 Turo mo skain yann.. Ahhahaha',tl,0,,
b'ing ana nalang jud ka desperada? ipa agi nimog dare? wayuk',others,,,
b'\xe2\x98\xb9\xef\xb8\x8f',emoji,-1,,
b'Sana matapos na lahat ng gawain para makapagchill na lang ulit dito sa Arendelle https://t.co/h9KXrF2CnG',tl,1,,
b'will mute #GameofThrones related tweets coz season 7 pa lang ako amp pengeng time huhuhaha',tlen,0,,
b'@ianjedeleon Dapat lang',tl,0,,
b'@nic_cool Awwwww. Thanks! \xe2\x9c\x8c\xf0\x9f\x8f\xbb',en,1,,
b'All of them! \xf0\x9f\x94\xa5',en,0,,
b'@berry029 Laahbadabango???',tl,0,,
b'Just in case you wanna see how my mom was throughout the whole thing:\n\nWas she supportive? Or was she plotting my death? LOL https://t.co/PnBwQkHOJ6',en,0,,
b'@alxndrgmtjr aaaAaaaaaAaa',others,,,
b'deal closed. thank you Lord.',en,1,,
b'Sapota nako rn adalaw uy pisty',others,,,
b'Sht sht sht :( too late.',en,-1,,
b'spiritu ng pera sumanib ka sa wallet ko\xf0\x9f\x98\xab',tl,0,,
b'Hanggang saan aabot 100 ko roberto? \xe2\x98\xb9\xef\xb8\x8f',tl,0,,
b'@cesslliah https://t.co/Q7rdmzUrO3',others,,,
b'perpek tu mi',others,,,
b'Lunch... \xf0\x9f\x98\x8a\xf0\x9f\x98\x8b\xf0\x9f\x98\x8d https://t.co/9GlwuyTC4x',en,1,,
b'Humss kinuha ko pero yung score ko sa exam ni hindi pang Humss?? Bat ako napuntang Office Ad???',tlen,0,,
b'NADULA GANA KO MAG KAON PINEAPPLE',others,,,
b'Kadakog tabang sa buko hays \xe2\x9d\xa4\xef\xb8\x8f',others,,,
b'Maalala mo lang pag wala na',tl,-1,,
b'@neell_ar GOODLUCCK!!!',en,1,,
b'New phone pls mamaya.',tlen,0,,
b'this is insane \xf0\x9f\x98\x82',en,0,,
b'@NoelGianan Alam ko naman. Third account mo bro?',tlen,0,,
b'I wanna share some interesting things that happened to me at work for 2 days.\nKahapon may customer kaming bibili ng cake pero sumemplang siya sa motor niya kaya habang bumibili siya ng cake nageperform kami ng first aid. Funny pero masalimuot.',tlen,1,,
b'muntanga',tl,-1,,
b'Winter is here pero yung tubig sa CR kumukulo sa ineet!',tlen,0,,
b'Spoiler: #AryaStark will die in Episode 2',en,-1,,
b'@jmcrdrgz https://t.co/irrY3OF8wb',others,,,
b'Init lamig',tl,0,,
b'Saba @scooterbraun hahahahaha',others,,,
b'nue nisasabi ng GOT fans na pagooff nila ng notifs hahahhahha henlo i turn off my notifs from all of the apps on my phone all-year round lol',tlen,0,,
b'!!!!',others,,,
"b""@Yayan_ajs \n\n\xf0\x9f\x8c\xb9 I wasn't expecting na manami ing voice gush \xf0\x9f\x91\x80\n\xf0\x9f\x8d\xaf 8/10\n\xf0\x9f\x92\x8c henlooo it's been a whiilee na hahahaha continue your passion in singing and all, goodluck sa shs liife and kunta magpari ha *wiiink* ya malang ako always for u haaa dahan permii and God bless \xf0\x9f\x99\x8c\xe2\x9c\xa8""",others,,,
b'@itsfatimatino @jonnarya @prudentssss @grasyaaa_12 @calayyyyyy @jhoms12628524 hahaha paha na oh \xf0\x9f\x98\x82',others,,,
"b'@shampueeIeben nasearch mo na yoOON??? natatakot ako e, sabi ni yro wag daAaww \xf0\x9f\xa5\xba'",tlen,-1,,
b'Idk how did I made my life this far. I know there\xe2\x80\x99s a purpose',en,1,,
"b'so, ari will just perform songs same as the swt :-(((((( #ARICHELLA'",tlen,1,,
b'Lami maligo og dagat pero akong buhok! Dmd! \xf0\x9f\x98\xad',others,,,
b'W A T',others,,,
b'Dun tayo sa di nawawalan ng oras',tl,0,,
"b'Fried chicken na baboy? Waw, galing mo din eh.'",tlen,0,,
b'@VanVan88874498 hahahahahahahaha kinsa mana gang \xf0\x9f\x98\x85',others,,,
b'Bat kasi ganon panaginip ko?',tl,0,,
b'ingat baka hindi mo alam ninanakawan ka na pala. beware.',,,,
"b""one day , I'm gonna tell my self I made it \xf0\x9f\x92\x96\xf0\x9f\x92\xaa @ Sa Puso Ng Taong Mahal Ko https://t.co/jNuWJO9Cpv""",,,,
b'sa hinaba haba ng pang aasar ko sa inyo hayyy hahahahaha @HyungMik_',,,,
"b'Surigao escapade w/ them \xf0\x9f\x92\x99\n\n#DIYtravel \xf0\x9f\x9a\x98#summer2019\xf0\x9f\x8c\xb4 @ Surigao Del Sur, Philippines https://t.co/lVtQXo3vCz'",,,,
b'@deusdading i agree',,,,
b'Anong petsa na hindi pa rin namin napapanood Shazam \xf0\x9f\xa5\xba',,,,
b'No retweeting of got spoilers pleaaaaseee!! Hindi ba kayo mahal ng nanay nyooooo! HAHAHAaaa',,,,
b'Paki balik pls HAHAHAHAHAHA',,,,
b'@joshualwal Ehem',,,,
b'i love you.\xf0\x9f\x92\x9b https://t.co/MBh91TGEjn',,,,
b'@ALDubFTnQT @theBatt218 @wengcookie @irmaroxas3 @pinkyfaye @Traifalgar42967 @CoraMarcelo1 @mariachonatabe1 @demesa_ian @dg_edith @noemicaseres53 @abcbants @lace_tess @Jegi18 @latuazon @tatakulz @russelle87 @DaliaPasco @YesIamYo @nhaids12 @Macdongov @armm2015 @PatricioCora @AnAmadeo @Olivia70011411 @JulietTOliva1 @karlopon29 @Junajill2 @VidaDallas Suitable \xf0\x9f\x8c\xbb\n#ALDUBHolyMondayOfLent \xf0\x9f\x92\x99',,,,
b'\xf0\x9f\xa4\xa4\xf0\x9f\xa4\xa4',,,,
"b""@Austhetic19 Pabay'e sis basi waay na boobs. Inggetera lang na!! Patas lang ta may kaaway. Damo b inggitera mo \xf0\x9f\x98\x82 Ka kdlaw ko sa mga share mo sis ba. Manol gd sa boobs guro puros boobs mo lang mkta nla bala. Iba kagid sis!! \xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f\xe2\x98\xba\xef\xb8\x8f""",,,,
b'Swimming pleaseeee\xf0\x9f\x98\x9f',,,,
b'Wag nalang umasa sa impossible \xf0\x9f\xa4\xa3',,,,
b'Steaming my self esteem',,,,
b'@slofarrij Sure na gyud na?',,,,
b'@CabatoSjan paita jud diay gud HAHAHAHAHAHA',,,,
b'@vanjorain Mga gwapo gyud nang nasa marino partylist hehehe',,,,
b'Hays. What happened to our friendship? \xf0\x9f\x98\xad',,,,
b'https://t.co/PeJGFt3dH7',,,,
"b""He's not the new 'Juan Flavier', for god's sake! No to Willie Ong.""",,,,
b'minsan gusto kong makinig ng mga problema nyo. makikinig lang naman ako e.',,,,
b'Ok time to sleep \xf0\x9f\x98\xb4 night night!!',,,,
b'Tamang brief brief lang dahil napaka inet',,,,
"b""i'm always here""",,,,
b'Nabuang naning mga tao dris twitter maski unsa nlng man ipansak sailang mga bilat ug lobot gilamian uroy sila \xf0\x9f\x98\x91',,,,
b'Hinahanap ka na ni Mang Boy https://t.co/dJ6SkjQKGW',,,,
b'@theawhat pasend man koooo huhu',,,,
b'Deleted coz it caused nothin but further damage.',,,,
b'Hello monday! Back to work. #HolyWeek',,,,
b'Still debating.. or next month hahaha',,,,
"b'If you want a whore, buy one. If you want a queen, earn her \n-Cersei https://t.co/J46yS2FNyt'",,,,
b'Chill lang.',,,,
b'*me: nag watch ng random song cover*\n\xe2\x80\x9cMa bat di ako singer? Sana pina voice lessons moko nunf bata pa ako no para magkanta kanta ako cover sa peysbuk\xe2\x80\x9d\n\n*looks at me with disgust*\n\xe2\x80\x9cHa! Makahiya ka masyado sa ginagawa mo!\xe2\x80\x9d\n\nHayyy ily Farids hahahahahahahaha',,,,
b'gusto ko ng pancit canton na lucky me.',,,,
b'@koi_positive @hutsiki Kaya mo un no? Dala-dalawa \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',,,,
b'@Divine_Bumagat Wow morena',,,,
b'Huuuy koyaaah \xf0\x9f\x98\x8d\xf0\x9f\x92\x95',,,,
b'opz https://t.co/ewoZSJJTYb',,,,
b'Gwapaha \xf0\x9f\x98\x8d\xf0\x9f\x92\x96',,,,
b'Tamad naman neto',,,,
b'@jaudinesMD Anong tagok? Kalawang guro hahaha',,,,
b'Me too https://t.co/LqHfWmbYwm',,,,
b'\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',,,,
b'@cryingpatatasss https://t.co/IgcuOMiuPS',,,,
b'So hype this feelin',,,,
b'@DJFBautista Siz you are not boring. Cut her/him out of ur life now whoever that person is you dont need that in ur life like wtf',,,,
b'Bwisit si joan parang ayoko ng kumain ng pineapple ah',,,,
b'@ChikaraOshi \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d',,,,
"b'@jolina_tamayo @DMDelamide @chireenjel @jessarimo @camillesvc Ay walang C, at D sa choices hahahha'",,,,
b'I deserved an explaination. I deserved an acceptable reason!',,,,
b'@deusdading hahahahahaha ikaw hindi str8 pero madaming kaibigang str8',,,,
b'Double down or dadbod? Haha',,,,
b'NAKAKA URAT @cruzzellaa',,,,
b'@justbojoyy Kinsa inyu teacher socsci? Salud?',,,,
b'Mga tao mag subaybay kag sige raman judge nga ikalagot lang man nila. Kamo ra naga himog kabwisitan sa inyohang kaugalingon. HAHAHA! Masyadong ma issue sa buhay\xf0\x9f\x98\x82\xf0\x9f\x98\x82',,,,
b'9am Me: muoli nako inig 10 muadto kos skwelahan inig 1pm\n\n10am me: sge inig 11 nalang ko uli\n\n11am: pramis inig 12 muoli nakos amoa\n\n12nn: GOSSHH TAGAI KOG COURAGE MUOLI KAY GITAPOL NAKOOOO\n\n1:48PM ME: Dili nalang guro muskwela ug summer oy. Kapoy gyud.',,,,
b'best feeling ung nag iisa ka nalang kasi tumatae ka haha',,,,
"b'""Maghanap daw ng jowang photographer."" And I was like, aanhin ko pa yan kung kaya ko naman pictureran sarili ko. \xf0\x9f\xa4\xa3\n\nIn short, ako dapat ang hinahanap. \nHAHAHA! \xf0\x9f\x98\x8e\xf0\x9f\x94\xa5imbaaack! \nHiiiiii #benchbody\xf0\x9f\xa4\x99\xf0\x9f\x8f\xbb#beatdaheat \n#pinkcrocs \xf0\x9f\x98\x82 https://t.co/t6L9gErQoh'",,,,
b'Timing din ano? Na ganito nga pinaguusapan namin kanina. Good aft.',,,,
b'Wag kasi tawagan pag rank game \xf0\x9f\x98\x82 https://t.co/KIigjWCL05',,,,
b'OI FIRST TIME KO UUWING BUGUEY SINCE JANUARY!!!!!!!! HAHAHAHAHAHAHAHA',,,,
b'@clerful ay uu nga pala pero first yr governor ka pa rin naman. e first yr pa naman tayo kase di pa enrolled for next yr. hahaha chz.',,,,
"b'@_Phiangs oo naman, huhu sorry na ulit haaaa'",,,,
b'\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3\xf0\x9f\x98\xa3',,,,
b'Ang agap may gc na agad para sa albay',,,,
b'@Fake_Fan001 \xe2\x80\x9clang\xe2\x80\x9d',,,,
"b""It's not the moon \xf0\x9f\x8c\x91 it's your reticulocytes under the \xf0\x9f\x94\xac \n#medtech #medtechstudent https://t.co/9LcGTUI9LX""",,,,
b'Pisot paman diay ko..... murag lami magpatuli kay doki.... \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',,,,
b'@francedvlqueen BOSHET KA MAGNE HAHAHAHAHAHA',,,,
b'Gamay lng na baby. Kay og ako nasang anak mag buhat og genogram. DI SIYA MAG LISOD \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f',,,,
b'Muuban dili?\xf0\x9f\xa4\xa7',,,,
b'Maraming Salamat! Kayo ang inspiration ko \xe2\x9d\xa4\xef\xb8\x8f I will never stop \xf0\x9f\xa5\xb0 https://t.co/ymz4Z1Ui4A',,,,
b'Char morag ma minyo \xf0\x9f\xa4\xae\xf0\x9f\x98\x9d',,,,
"b'try nyo, living life with no notifications sa phone is fUN'",,,,
b'wAaAATTT THE FUUUUC SKSkSs',,,,
b'Alone now..@banicain olongapo',,,,
b'Faaaak',,,,
b'jamais vu\xe2\x80\x99s meaning :\xe2\x80\x99(((',,,,
"b""@thesuperkayow Ay I don't remember na. Haha. Saang movie yung akin?""",,,,
b'Sansa!',,,,
b'@elleiria KAPAL \xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84',,,,
b'so next week is got ep2 and avengers endgame https://t.co/3RSZd5wTQI',,,,
b'c\xc3\xbcte \xf0\x9f\x92\x98',,,,
b'Dinala ako sa langit ng boses at kagwapuhan ng BROADWAY BOYS member na to @BenedictAboyme4 \n\xf0\x9f\x99\x8f\xf0\x9f\x98\x87\n\n#BENEDICTtheGREAT\n#14days2Go4GreatBENday4292004\nBenedictAboyme\xf0\x9f\x91\x91\xf0\x9f\x92\x9c\nBENfinities\xf0\x9f\x91\x91\n_UnitedForceOfBenfinitiesAndBenatics_\n@EatBulaga @_EatBulaga\n@BROADWAYBOYSOF1 @Broadwayboysofc https://t.co/axfOJTFuJT',,,,
b'Kailan kaya uli? Hayyyysss...',,,,
b'@TvesYristan Yiiieh. Sen naman. \xf0\x9f\x98\x8a',,,,
b'Hold mE',,,,
b': (',,,,
b'MAMAMATAY NA Q SA KILIG AYOKO NA ITULOY TONG EP 5 PUTEK HAHAHAHAHAHAHA',,,,
"b'always 7/11 stops with this one @ Clark, Pampanga, Philippines https://t.co/b7FCNiM8jA'",,,,
"b'Keep moving forward. \xf0\x9f\x99\x8f @ Clark, Pampanga, Philippines https://t.co/WCCHqpHsYL'",,,,
b'@jbestolonio https://t.co/csTqyGcbjD',,,,
b'Hirap pag naka paa naglalaro!!!',,,,
"b'Parang sinasabi mo na wala akong karapatan magsaya kasi hindi ako w/ honors HAHAHAHAHA w/ honors talaga ako pasok na pasok, tanggal nga lang. HAHAHAHAHHAHAHAHAHHA pero sabi ko sige ayos nalang.'",,,,
b'Tu me rends heureuse \xe2\x9d\xa3 https://t.co/1VyHT6kayr',,,,
b'@gotjeysi Edewups!',,,,
b'Sunshine vibes @ White Beach de Boracay Station 1 https://t.co/mN2PEq0vpT',,,,
b'Sakit tuloyyyy',,,,
b'@kakaibautista Alam na namin na di nagkatuluyan si Andrew at Gara. Sinulot pala ng kaibigan ni Gara hahahaha. #ALDENonEBxBULAWAN',,,,
b'@SollerTricia intay kuma met agbatil \xf0\x9f\x98\x8c',,,,
"b'@jassymonbebe perish, my queen'",,,,
b'@ajxmn @francedvlqueen LITSON MONG DUHA HAHAHAHAHA',,,,
b'@caocj_09 napaka mo talaga sakinnnnnnn \xf0\x9f\x98\x91',,,,
b'Opx',,,,
b'Scam maning chicken proven gawas sa USC south uy 7 ra kabuok HAHAHA sure ni? \xf0\x9f\x98\x82',,,,
b'Holy Monday',,,,
b'Tara updi ak',,,,
b'@poison_aybi Abangers lang ako hahahaha',,,,
b'gacrave man gani ko ani permi atay',,,,
b'Tangina ang init!',,,,
b'Balda balda ako sa kapatid ko hahahaha',,,,
b'adik',,,,
b'kakatamad.',,,,
"b'Hi, have you met Ted?'",,,,
b'omw again Hahaha shakit sa pwet ng pag byahe byahe talaga e Hahahaha',,,,
b'Soy smoothie with caramelized sugar sauce and tapioca mini pearls \xf0\x9f\x98\x8d\xf0\x9f\x98\x8b\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbb https://t.co/wc6nJoXkBx',,,,
b'Im so sad',,,,
"b'miss ko na kapatid mo \xf0\x9f\xa4\xa7 well anyways, stay strong sainyo &amp; pakabait ka pa lalo. Gluck sa gr12, bro\xe2\x9c\x8a'",,,,
"b""highlight: carcar's circle""",,,,
b'Tumatanggap lang ako ng chain messages kapag galing sa nanay at tatay ko \xf0\x9f\x98\x82',,,,
b'@jptalabis @kylakurrr HAHAHAHHAHAHAHAHA AY OHHH DI MO KAYA GUERL',,,,
b'@rjjacinto23 Meron akong alam \xf0\x9f\x98\x8a Gusto mo ba talaga? \xf0\x9f\x98\x8a',,,,
"b""Can't sleep""",,,,
b'\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f',,,,
b'HAHAHAHAHAHAHAHHAHA wala naman kasi may pake kung di mo pa napapanuod GOT',,,,
b'@chrsmgn_ Bakit ka pa pipili kung pwede naman di mangbastos? Tsktsk',,,,
